STATENAME,URL,WEBSITE,ACTIVITY LEVEL,ACTIVITY LEVEL LABEL,WEEKEND,WEEK,SEASON
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 2,Minimal,Sep-14-2019,37,2018-19
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 2,Minimal,Sep-21-2019,38,2018-19
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 2,Minimal,Sep-28-2019,39,2018-19
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Jul-27-2019,30,2018-19
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Aug-03-2019,31,2018-19
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Aug-10-2019,32,2018-19
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Aug-17-2019,33,2018-19
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Aug-24-2019,34,2018-19
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Aug-31-2019,35,2018-19
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Jun-15-2019,24,2018-19
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Jun-22-2019,25,2018-19
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Jun-29-2019,26,2018-19
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Jul-06-2019,27,2018-19
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Jul-13-2019,28,2018-19
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Jul-20-2019,29,2018-19
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 2,Minimal,May-04-2019,18,2018-19
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 2,Minimal,May-11-2019,19,2018-19
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,May-18-2019,20,2018-19
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,May-25-2019,21,2018-19
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Jun-01-2019,22,2018-19
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Jun-08-2019,23,2018-19
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 8,High,Mar-23-2019,12,2018-19
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 6,Moderate,Mar-30-2019,13,2018-19
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 5,Low,Apr-06-2019,14,2018-19
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 3,Minimal,Apr-13-2019,15,2018-19
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 2,Minimal,Apr-20-2019,16,2018-19
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 3,Minimal,Apr-27-2019,17,2018-19
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 10,High,Feb-09-2019,6,2018-19
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 10,High,Feb-16-2019,7,2018-19
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 10,High,Feb-23-2019,8,2018-19
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 10,High,Mar-02-2019,9,2018-19
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 10,High,Mar-09-2019,10,2018-19
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 10,High,Mar-16-2019,11,2018-19
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 10,High,Dec-29-2018,52,2018-19
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 9,High,Jan-05-2019,1,2018-19
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 7,Moderate,Jan-12-2019,2,2018-19
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 10,High,Jan-19-2019,3,2018-19
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 10,High,Jan-26-2019,4,2018-19
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 10,High,Feb-02-2019,5,2018-19
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 5,Low,Nov-17-2018,46,2018-19
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 6,Moderate,Nov-24-2018,47,2018-19
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 6,Moderate,Dec-01-2018,48,2018-19
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 5,Low,Dec-08-2018,49,2018-19
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 8,High,Dec-15-2018,50,2018-19
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 9,High,Dec-22-2018,51,2018-19
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 2,Minimal,Oct-05-2019,40,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 2,Minimal,Oct-12-2019,41,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 3,Minimal,Oct-19-2019,42,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 3,Minimal,Oct-26-2019,43,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 4,Low,Nov-02-2019,44,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 6,Moderate,Nov-09-2019,45,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Sep-05-2020,36,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Sep-12-2020,37,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Sep-19-2020,38,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Sep-26-2020,39,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Jul-25-2020,30,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Aug-01-2020,31,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Aug-08-2020,32,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Aug-15-2020,33,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Aug-22-2020,34,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Aug-29-2020,35,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Jun-13-2020,24,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Jun-20-2020,25,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Jun-27-2020,26,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Jul-04-2020,27,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Jul-11-2020,28,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Jul-18-2020,29,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,May-02-2020,18,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,May-09-2020,19,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,May-16-2020,20,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,May-23-2020,21,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,May-30-2020,22,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Jun-06-2020,23,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 11,Very High,Mar-21-2020,12,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 10,High,Mar-28-2020,13,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 6,Moderate,Apr-04-2020,14,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 4,Low,Apr-11-2020,15,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 3,Minimal,Apr-18-2020,16,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Apr-25-2020,17,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 13,Very High,Feb-08-2020,6,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 12,Very High,Feb-15-2020,7,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 12,Very High,Feb-22-2020,8,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 11,Very High,Feb-29-2020,9,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 11,Very High,Mar-07-2020,10,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 11,Very High,Mar-14-2020,11,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 13,Very High,Dec-28-2019,52,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 12,Very High,Jan-04-2020,1,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 10,High,Jan-11-2020,2,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 10,High,Jan-18-2020,3,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 11,Very High,Jan-25-2020,4,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 13,Very High,Feb-01-2020,5,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 7,Moderate,Nov-16-2019,46,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 10,High,Nov-23-2019,47,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 10,High,Nov-30-2019,48,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 10,High,Dec-07-2019,49,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 10,High,Dec-14-2019,50,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 11,Very High,Dec-21-2019,51,2019-20
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Oct-03-2020,40,2020-21
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Oct-10-2020,41,2020-21
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Oct-17-2020,42,2020-21
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Oct-24-2020,43,2020-21
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Oct-31-2020,44,2020-21
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Nov-07-2020,45,2020-21
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 3,Minimal,Sep-04-2021,35,2020-21
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 3,Minimal,Sep-11-2021,36,2020-21
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Sep-18-2021,37,2020-21
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Sep-25-2021,38,2020-21
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Oct-02-2021,39,2020-21
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Jul-24-2021,29,2020-21
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Jul-31-2021,30,2020-21
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 2,Minimal,Aug-07-2021,31,2020-21
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 2,Minimal,Aug-14-2021,32,2020-21
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 3,Minimal,Aug-21-2021,33,2020-21
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 4,Low,Aug-28-2021,34,2020-21
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Jun-12-2021,23,2020-21
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Jun-19-2021,24,2020-21
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Jun-26-2021,25,2020-21
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Jul-03-2021,26,2020-21
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Jul-10-2021,27,2020-21
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Jul-17-2021,28,2020-21
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,May-01-2021,17,2020-21
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,May-08-2021,18,2020-21
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,May-15-2021,19,2020-21
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,May-22-2021,20,2020-21
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,May-29-2021,21,2020-21
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Jun-05-2021,22,2020-21
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Mar-20-2021,11,2020-21
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Mar-27-2021,12,2020-21
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Apr-03-2021,13,2020-21
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Apr-10-2021,14,2020-21
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Apr-17-2021,15,2020-21
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Apr-24-2021,16,2020-21
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Feb-06-2021,5,2020-21
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Feb-13-2021,6,2020-21
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Feb-20-2021,7,2020-21
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Feb-27-2021,8,2020-21
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Mar-06-2021,9,2020-21
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Mar-13-2021,10,2020-21
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Dec-26-2020,52,2020-21
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Jan-02-2021,53,2020-21
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Jan-09-2021,1,2020-21
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Jan-16-2021,2,2020-21
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Jan-23-2021,3,2020-21
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Jan-30-2021,4,2020-21
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Nov-14-2020,46,2020-21
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Nov-21-2020,47,2020-21
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Nov-28-2020,48,2020-21
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Dec-05-2020,49,2020-21
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Dec-12-2020,50,2020-21
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Dec-19-2020,51,2020-21
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Oct-09-2021,40,2021-22
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Oct-16-2021,41,2021-22
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Oct-23-2021,42,2021-22
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Oct-30-2021,43,2021-22
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 2,Minimal,Nov-06-2021,44,2021-22
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 3,Minimal,Nov-13-2021,45,2021-22
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 2,Minimal,Sep-10-2022,36,2021-22
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Sep-17-2022,37,2021-22
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 2,Minimal,Sep-24-2022,38,2021-22
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 3,Minimal,Oct-01-2022,39,2021-22
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Jul-30-2022,30,2021-22
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Aug-06-2022,31,2021-22
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Aug-13-2022,32,2021-22
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 1,Minimal,Aug-20-2022,33,2021-22
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 3,Minimal,Aug-27-2022,34,2021-22
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 2,Minimal,Sep-03-2022,35,2021-22
